id,timestamp,hour,day,month,datetime,source,destination,cab_type,name,price,distance,surge_multiplier,temperature,apparentTemperature,short_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,visibility,temperatureHigh,temperatureLow,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,moonPhase,precipIntensityMax,temperatureMin,temperatureMax
3db1ca74-8a73-422b-81ae-7b080c0bf9f1,1543279154,0,27,11,27/11/2018 00:39,Beacon Hill,North End,Uber,Taxi,NA,1.35,1,44.52,39.94,Rain,0.1058,1,0.91,8.33,8.4,3.79,46.49,41.9,42.17,1006.47,89,1,0,3.79,0.64,0.1225,40.45,46.49
b7185ca3-9240-4208-803f-1204110c0f79,NA,2,17,12,NA,Back Bay,Fenway,Uber,WAV,8,1.34,1,40.39,34.5,Light Rain,0.092,1,0.91,9.15,14.64,3.202,43.76,34.14,37.83,1009.75,49,1,0,3.202,0.3,0.1266,39.29,43.76
8680408c-dcbd-4f0d-bb13-5dd8ccf236fb,NA,16,3,12,NA,Haymarket Square,Beacon Hill,Uber,Taxi,NA,0.91,1,57.22,57.22,Partly Cloudy,0,0,0.69,7.85,10.25,10,57.87,32.8,47.14,999.27,242,0.2,2,10,0.89,7.00E-04,42.96,57.87
cec19fea-7668-415a-8ae5-d22e61412e3b,NA,13,27,11,NA,Northeastern University,Back Bay,Uber,UberXL,12,1.64,1,44.94,42.13,Possible Drizzle,0.007,0.61,0.94,5.23,5.23,3.231,47.06,33.83,43.32,988.09,227,1,0,3.231,0.68,0.1429,36.37,47.06
d13197a1-ff09-46ab-bf36-40ce045010aa,1543308862,8,27,11,27/11/2018 08:54,Back Bay,Boston University,Lyft,Lux Black XL,27.5,1.46,1,44.29,38.92,Light Rain,0.0737,1,0.92,10.12,17.68,2.903,46.83,33.75,42.11,992.91,63,1,0,2.903,0.68,0.1433,36.13,46.83
8dcdb4ea-ce84-4ebd-8f33-b942dcd6464a,NA,19,27,11,NA,Northeastern University,West End,Uber,Black,22,2.86,1,42.95,37.54,Mostly Cloudy,0,0,0.72,9.42,13.8,10,46.83,33.75,34.56,990.25,257,0.81,0,10,0.68,0.1433,36.13,46.83
f1720f28-9629-439d-bab5-735abe9db84a,NA,14,15,12,NA,Back Bay,Haymarket Square,Uber,Taxi,NA,2.32,1,47.95,46.74,Overcast,0.0013,0.02,0.88,3.7,5.1,9.707,54.47,38.94,44.71,1022.57,215,0.99,1,9.707,0.27,0.0074,39.54,54.47
70227976-0216-4e2c-90b1-2e1a49af0460,NA,16,27,11,NA,South Station,Back Bay,Lyft,Lux Black,27.5,3.29,1,41,34.42,Overcast,0,0,0.83,11.16,17.48,9.285,46.24,33.6,36.27,989.5,258,1,1,9.285,0.68,0.143,35.84,46.24
b62b1bcf-6f54-49bc-883a-660e4439e392,NA,5,17,12,NA,South Station,Back Bay,Uber,Black SUV,33,2.49,1,39.27,33.06,Drizzle,0.0121,0.74,0.9,9.27,12.36,3.847,41.42,23.89,36.71,1006.44,39,1,0,3.847,0.33,0.0178,34.07,41.42
85d112a4-04db-4291-9ed1-17f0c73ed441,1543328302,14,27,11,27/11/2018 14:18,West End,South Station,Lyft,Lyft,9,1.74,1,42.01,37.66,Overcast,0.0015,0.32,0.91,6.82,7.56,4.394,46.24,33.6,39.68,988.3,237,1,1,4.394,0.68,0.143,35.84,46.24
535d8d0f-047e-42e5-807b-53fde7127e54,NA,2,27,11,NA,West End,Northeastern University,Uber,UberX,12.5,3.08,1,43.58,37.35,Rain,0.1299,1,0.94,11.98,11.98,4.786,47.3,42.1,41.83,1003.97,90,1,0,4.786,0.64,0.13,40.49,47.3
ffa932e8-a73d-4299-93ae-a973ec139cf3,NA,1,29,11,NA,Beacon Hill,South Station,Uber,UberPool,8.5,2.48,1,38.42,32.45,Mostly Cloudy,0,0,0.72,8.41,11.54,9.915,42.61,37.6,30.3,996.92,297,0.77,0,9.915,0.72,0,33.85,42.61
35b27e5c-43e1-4e44-a36d-a13fc166f9f6,NA,1,27,11,NA,South Station,Financial District,Lyft,Lux Black XL,27.5,0.57,1,43.61,37.38,Rain,0.1264,1,0.94,12,12,5.235,47.3,42.1,41.98,1004.51,90,1,0,5.235,0.64,0.13,40.49,47.3
33705b14-f812-4d43-b5d0-c3286722ecc4,NA,14,29,11,NA,Haymarket Square,Theatre District,Uber,UberPool,14.5,1.16,1,41.39,36.08,Partly Cloudy,0,0,0.58,8.41,15.95,9.994,44.96,28.42,27.59,1006.23,314,0.22,1,9.994,0.75,0,35.2,44.96
803a7ab2-b45b-46c1-bf7e-fd08d201d2fd,1544831709,23,14,12,14/12/2018 23:55,Financial District,Boston University,Uber,Taxi,NA,4.44,1,41.43,39.23,Mostly Cloudy,0,0,0.79,3.73,3.73,9.716,46.7,40.93,35.45,1028.05,179,0.82,0,9.716,0.24,0,26.51,46.7
102abaad-ea0a-4e4c-9baa-9224eb7e791e,NA,22,29,11,NA,Northeastern University,Back Bay,Uber,WAV,8.5,1.64,1,40.39,34.47,Partly Cloudy,0,0,0.58,9.23,14.5,9.929,44.68,28.64,26.8,1009.88,313,0.25,0,9.929,0.75,0,35.07,44.68
9f3a8a2b-92e5-442f-9e99-2ef872a68960,NA,19,16,12,NA,West End,South Station,Uber,Taxi,NA,2.14,1,43.06,38.26,Overcast,0,0,0.71,8.12,13.44,10,43.74,34.07,34.25,1015,71,1,0,10,0.3,0.1246,38.88,43.74
2273abce-760a-4ae5-8ab9-289bd36b3a5d,1544731814,20,13,12,13/12/2018 20:10,Back Bay,North End,Uber,WAV,10.5,3.17,1,33.15,30.6,Mostly Cloudy,0,0,0.57,3.02,3.02,9.956,33.83,27.27,19.51,1033.96,96,0.81,0,9.956,0.21,1.00E-04,18.29,33.83
68a705f1-b872-4120-b6e0-e96ab2a5a339,NA,21,17,12,NA,South Station,Back Bay,Lyft,Lyft,11,2.16,1,40.47,35.92,Mostly Cloudy,0,0,0.71,6.64,7.91,9.77,41.44,24.05,31.95,999.95,286,0.76,0,9.77,0.33,0.0217,34.22,41.44
9e9d03ba-31c1-4540-b20c-f056b1290824,NA,15,3,12,NA,Beacon Hill,Fenway,Lyft,Lux,16.5,2.36,1,54.38,54.38,Mostly Cloudy,0,0,0.83,5.81,5.87,9.936,57.04,33.72,49.27,999.8,238,0.66,1,9.936,0.89,4.00E-04,42.91,57.04
e26c805b-b3ac-4387-afe7-2bb219b5d86e,NA,17,28,11,NA,Boston University,Beacon Hill,Lyft,Lux Black XL,30,2.66,1,40.77,35.14,Overcast,0,0,0.63,8.76,14.9,10,42.57,37.37,29.17,991.33,303,1,1,10,0.72,0,33.7,42.57
4a942b44-d300-46da-b0ab-5aa03774b469,NA,10,29,11,NA,West End,Fenway,Uber,UberX,10.5,2.84,1,37.92,32,Partly Cloudy,0,0,0.67,8.11,12.38,9.995,44.8,28.7,27.86,1003.62,306,0.22,0,9.995,0.75,0,35.02,44.8
9b7c8cd1-4cfa-4ed8-8dbe-0634cf989108,NA,17,27,11,NA,Beacon Hill,North End,Lyft,Lux Black XL,30,2.06,1,41.34,34.55,Overcast,0,0,0.78,11.92,15.18,9.83,47.55,33.1,34.98,990.16,249,0.99,1,9.83,0.68,0.1064,35.36,47.55
e6814709-5310-498d-a4bb-0477793296b1,NA,6,15,12,NA,West End,Haymarket Square,Uber,Black,16,0.72,1,45.84,43,Overcast,0,0,0.92,5.52,7.33,9.856,54.47,38.94,43.75,1022.31,220,1,0,9.856,0.27,0.0074,39.54,54.47
63d383ff-42a0-4f06-bfbe-45ba1e7eed03,1544723707,17,13,12,13/12/2018 17:55,North End,Financial District,Uber,UberXL,11.5,1.07,1,31.24,31.24,Mostly Cloudy,0,0,0.54,2.5,3.2,9.946,33.81,27.05,16.42,1033.89,18,0.69,1,9.946,0.21,1.00E-04,17.91,33.81
44dc8199-b844-4bf3-ac0f-900106afbf42,NA,9,16,12,NA,West End,South Station,Uber,Black SUV,29,2.14,1,42.34,37.12,Mostly Cloudy,0,0,0.68,8.66,9.17,10,43.68,34.19,32.7,1021.98,57,0.72,0,10,0.3,0.1276,39.89,43.68
09250b1c-f036-4a77-912a-ce7d5653855f,NA,19,17,12,NA,Beacon Hill,Northeastern University,Uber,Black SUV,24,1.92,1,40.78,36.05,Overcast,0,0,0.69,7.06,9.44,9.973,41.58,23.95,31.55,999.84,284,0.89,0,9.973,0.33,0.0181,34,41.58
8fa27bf1-912a-43af-8e3f-8b65d58414b2,NA,5,27,11,NA,Northeastern University,North Station,Uber,UberXL,29.5,3.22,1,43.57,37.78,Rain,0.1447,1,0.91,10.75,17.46,3.579,47.11,33.85,41,999.82,75,1,0,3.579,0.68,0.143,36.34,47.11
ea702d80-e960-491b-820a-c4b4b35850e3,1543764190,15,2,12,02/12/2018 15:23,Haymarket Square,Financial District,Lyft,Lux Black,16.5,1,1,45.4,41.79,Light Rain,0.0701,1,0.92,6.71,8.63,3.028,51.12,44.96,43.19,1013.15,115,1,1,3.028,0.86,0.0903,36.29,51.12
c30d154b-a55b-4a6a-9abf-82743ec529ab,NA,1,15,12,NA,Beacon Hill,Fenway,Uber,Taxi,NA,2.32,1,41.77,39.35,Overcast,0,0,0.87,4.02,4.08,9.808,46.9,40.75,38.09,1025.95,191,0.99,0,9.808,0.24,0,26.76,46.9
b48996e8-967d-45c1-8c47-a338e6fbed1a,NA,5,3,12,NA,North End,Back Bay,Lyft,Shared,7,2.8,1,45.78,45.78,Foggy,0,0,0.94,1.71,2.44,1.46,57.52,33.58,44.22,1001.35,276,1,0,1.46,0.89,4.00E-04,42.83,57.52
ddd546d5-8626-43e8-bdc2-29e764aeb74e,NA,4,27,11,NA,South Station,West End,Lyft,Shared,3,1.7,1,43.38,37.06,Rain,0.1267,1,0.89,12.12,16.82,4.273,46.59,41.77,40.38,1000.86,78,1,0,4.273,0.64,0.1227,40.35,46.59
bddbb247-9c76-45ba-be4a-279c5012ffaf,1545001212,23,16,12,16/12/2018 23:00,North End,Theatre District,Lyft,Lux Black XL,30,1.5,1,41.29,36.01,Light Rain,0.0567,0.94,0.86,8.3,8.3,4.054,43.83,34.25,37.56,1012.72,57,1,0,4.054,0.3,0.1252,39.22,43.83
63da230a-87aa-41e8-929e-5f8178332cda,1543245250,15,26,11,26/11/2018 15:14,North Station,Boston University,Lyft,Lux Black,26,3.18,1,44.15,42.54,Drizzle,0.0074,0.86,0.93,3.53,3.9,8.561,46.27,42.2,42.14,1014.19,117,1,1,8.561,0.64,0.1234,40.74,46.27
7b8e282d-176c-4c96-947f-409678914296,1543400408,10,28,11,28/11/2018 10:20,South Station,Theatre District,Lyft,Lyft,7,1.21,1,34.4,29.99,Partly Cloudy,0,0,0.78,4.89,7.74,9.899,42.6,37.44,28.39,991.05,259,0.48,0,9.899,0.72,0,33.75,42.6
ca8e29af-e8b6-4313-bd65-cb9a4c7323b7,NA,13,28,11,NA,Northeastern University,West End,Uber,UberX,9.5,2.86,1,35.98,31.03,Partly Cloudy,0,0,0.7,5.92,5.92,9.843,42.18,36.71,27.26,991.62,264,0.44,0,9.843,0.72,1.00E-04,33.1,42.18
23512d7d-1e55-4f64-97b1-5c9aa0b36a82,NA,9,28,11,NA,South Station,Beacon Hill,Uber,UberXL,15,2.58,1,34.26,30.15,Partly Cloudy,0,0,0.79,4.54,7,9.924,42.7,37.17,28.36,991.12,252,0.25,0,9.924,0.72,0,33.6,42.7
8fb5fab9-58e6-4744-8846-9d27d16cec1e,NA,23,28,11,NA,Haymarket Square,West End,Lyft,Lux Black XL,27.5,0.64,1,39.35,33,Overcast,0,0,0.69,9.63,14.39,10,42.18,36.71,29.86,995.3,293,1,0,10,0.72,1.00E-04,33.1,42.18
234cb131-bf9e-42ec-8733-1a094915d209,NA,4,29,11,NA,West End,North End,Uber,Taxi,NA,1.23,1,38.18,32.09,Mostly Cloudy,0,0,0.7,8.52,9.67,10,42.6,37.33,29.13,998.75,303,0.59,0,10,0.72,0,33.7,42.6
87f15865-78f2-43cd-a265-3ba2b327596c,1544757009,3,14,12,14/12/2018 03:10,Northeastern University,Back Bay,Lyft,Lyft XL,11,1.44,1,31.57,31.57,Overcast,0,0,0.69,1.35,2.01,10,33.96,27.21,22.45,1035,187,1,0,10,0.21,1.00E-04,18.24,33.96
dd8572df-b7db-47f9-b28b-edefd36b17ef,NA,22,26,11,NA,North End,Back Bay,Lyft,Shared,9,2.82,1,44.93,41.07,Possible Drizzle,0.0031,0.42,0.88,7.02,7.02,9.967,46.46,42.17,41.58,1009.43,106,1,0,9.967,0.64,0.1245,40.67,46.46
9c84ba47-45d0-4eaf-a24f-4b1e91013f51,NA,16,14,12,NA,Fenway,North Station,Uber,WAV,10.5,3.07,1,43,41.26,Clear,0,0,0.58,3.49,3.49,9.932,46.61,40.76,29.04,1032.03,221,0.04,2,9.932,0.24,0,27.11,46.61
7529cf09-7214-4b38-be89-6aa94e486c58,1543582085,12,30,11,30/11/2018 12:48,Haymarket Square,Back Bay,Lyft,Lyft XL,16.5,2.36,1,29.39,29.39,Clear,0,0,0.85,2.51,3.84,9.95,42.61,31.42,25.56,1016.59,304,0,0,9.95,0.79,4.00E-04,28.7,42.61
41d7a42e-2ce5-4efb-8944-6afe0db79e0c,NA,12,27,11,NA,West End,South Station,Uber,Black,18,1.45,1,46.3,44.19,Light Rain,0.0288,0.94,0.91,4.54,4.54,3.295,46.89,33.7,43.94,988.29,201,1,0,3.295,0.68,0.142,35.98,46.89
14b784ba-7b54-406f-a915-7f94f0797f44,NA,7,27,11,NA,North Station,North End,Uber,Black,16,1.08,1,43.29,37.33,Light Rain,0.0772,1,0.9,11.02,13.93,2.683,47.11,33.85,40.67,996.9,65,1,0,2.683,0.68,0.143,36.34,47.11
03704667-1a7f-4f5c-ae4c-cc241a482759,NA,16,13,12,NA,Theatre District,Boston University,Lyft,Lux,22.5,3.15,1,30.46,30.46,Mostly Cloudy,0,0,0.56,2.48,3.25,9.908,33.62,27.07,16.62,1033.94,16,0.75,1,9.908,0.21,1.00E-04,18.31,33.62
cb29ab9d-6461-4d1d-8109-a970f74cf656,1545079212,20,17,12,17/12/2018 20:40,Theatre District,Boston University,Lyft,Lux Black XL,52.5,4.37,1.25,40.4,35.63,Mostly Cloudy,0,0,0.72,6.99,8.23,9.808,41.35,24,31.96,999.8,286,0.77,0,9.808,0.33,0.0184,34.25,41.35
f8882f4f-4137-4e7a-93a4-abc3c2bcd25e,NA,17,13,12,NA,Fenway,Beacon Hill,Lyft,Lyft,10.5,2.45,1,31.24,31.24,Mostly Cloudy,0,0,0.54,2.5,3.2,9.946,33.81,27.05,16.42,1033.89,18,0.69,1,9.946,0.21,1.00E-04,17.91,33.81
5a150388-88f0-4afc-bc0d-8411780e5e53,1544773811,7,14,12,14/12/2018 07:50,Theatre District,Northeastern University,Uber,Black SUV,27,1.81,1,29.22,29.22,Overcast,0,0,0.74,1.03,2.33,9.706,46.65,40.76,22.12,1035.42,206,1,0,9.706,0.24,0,27.18,46.65
f4c669e5-5a47-420d-822d-7b34e363de5e,NA,13,1,12,NA,Northeastern University,West End,Uber,UberXL,17.5,2.86,1,35.95,30.89,Mostly Cloudy,0,0,0.72,6.06,6.35,9.874,44.65,34.88,27.65,1022.26,342,0.54,1,9.874,0.82,0,31.57,44.65
a14ce222-d092-44fb-866b-7b3e3bbb4e16,NA,10,1,12,NA,North End,Financial District,Lyft,Lyft,7,1.13,1,32.05,28.02,Partly Cloudy,0,0,0.81,4.1,4.1,9.858,44.8,34.67,26.89,1021.7,309,0.4,0,9.858,0.82,0,31.26,44.8
b3eb2ba8-27b3-4c19-b83d-2011ae7baf78,NA,11,16,12,NA,Boston University,Beacon Hill,Uber,Taxi,NA,2.79,1,40.13,35.97,Overcast,0,0,0.74,5.91,7.75,10,43.61,34.22,32.51,1022.73,61,1,0,10,0.3,0.1257,38.48,43.61
d22346ae-1024-4731-98da-a817f9048277,NA,0,2,12,NA,Back Bay,North End,Uber,Black,23.5,3.17,1,35.68,35.68,Clear,0,0,0.81,1.83,2.53,9.857,44.66,35.04,30.32,1023.6,157,0,0,9.857,0.82,0,31.71,44.66
16cdddbe-8991-421e-a307-6bfdb48134f5,NA,16,28,11,NA,Boston University,West End,Uber,Taxi,NA,3.04,1,41.16,35.84,Mostly Cloudy,0,0,0.61,8.33,12.76,10,42.6,37.44,28.91,991.41,297,0.81,1,10,0.72,0,33.75,42.6
e290819b-5835-413c-b1ae-c94284ad29f6,NA,21,28,11,NA,North Station,North End,Uber,UberXL,11.5,1.08,1,41.35,35.62,Overcast,0,0,0.6,9.29,11.6,10,42.6,37.33,28.39,993.87,295,1,0,10,0.72,0,33.7,42.6
e0e6a4f6-65fc-4c1d-b64c-9b6411621357,NA,19,27,11,NA,Back Bay,North End,Uber,UberX,9.5,2.33,1,42.95,37.54,Mostly Cloudy,0,0,0.72,9.42,13.8,10,46.83,33.75,34.56,990.25,257,0.81,0,10,0.68,0.1433,36.13,46.83
07fdd4c5-93ca-4241-b26c-4f1295661680,NA,18,14,12,NA,Beacon Hill,Fenway,Uber,Black,20.5,2.32,1,45.82,43.61,Mostly Cloudy,0,0,0.51,4.57,4.57,9.898,46.65,40.76,28.63,1029.95,165,0.56,1,9.898,0.24,0,27.18,46.65
dafaa206-9743-46b7-b8fe-46c4291a4e99,NA,8,1,12,NA,Haymarket Square,Theatre District,Uber,Taxi,NA,1.16,1,32.34,28.52,Mostly Cloudy,0,0,0.81,3.95,3.95,9.949,44.11,34.58,27.25,1019.38,304,0.83,0,9.949,0.82,0,30.17,44.11
2e8892b6-ab58-47ca-a2ff-c1f0d1dfa055,1543696080,20,1,12,01/12/2018 20:27,North End,Back Bay,Lyft,Lyft,11,2.78,1,43.14,43.14,Mostly Cloudy,0,0,0.55,1.93,3.7,9.661,44.76,34.95,27.88,1022.92,105,0.53,0,9.661,0.82,0,31.57,44.76
b367ab24-0224-40e5-8385-f3c97319f917,NA,0,17,12,NA,South Station,Beacon Hill,Uber,Black SUV,29.5,2.5,1,40.93,35.58,Rain,0.1044,0.99,0.9,8.29,9.96,2.825,43.73,34.24,38.12,1012.14,54,0.99,0,2.825,0.3,0.1254,38.94,43.73
164ad42f-4ab4-4b97-b045-3cefd2928f49,NA,22,27,11,NA,West End,Haymarket Square,Lyft,Lux Black,16.5,0.75,1,40.88,35.55,Partly Cloudy,0,0,0.68,8.21,12.35,10,46.72,33.65,31.21,991.29,247,0.28,0,10,0.68,0.1422,35.9,46.72
2218ddbb-858a-4e8b-9dae-d5c5b41d9fe1,NA,17,3,12,NA,South Station,Financial District,Uber,Black SUV,26,0.63,1,54.59,54.59,Mostly Cloudy,0,0,0.63,9.43,15.07,10,56.89,33.73,42.08,998.9,286,0.83,1,10,0.89,4.00E-04,43.1,56.89
0cacc372-0d3e-40ac-971c-6d6639262706,NA,15,26,11,NA,Boston University,Financial District,Lyft,Lux,26,4.43,1,44.15,42.54,Drizzle,0.0074,0.86,0.93,3.53,3.9,8.561,46.27,42.2,42.14,1014.19,117,1,1,8.561,0.64,0.1234,40.74,46.27
13950040-eb8b-4e9a-ae88-0fb318e60e72,NA,5,30,11,NA,Financial District,South Station,Lyft,Lux Black,16.5,0.44,1,33.78,29.4,Clear,0,0,0.75,4.74,5,9.99,42.64,31.57,26.76,1013.87,306,0,0,9.99,0.79,3.00E-04,28.78,42.64
27f00fb8-609d-47b8-9b16-c6d2f78641a9,NA,8,16,12,NA,Haymarket Square,Back Bay,Lyft,Lyft,9,2.36,1,39.67,35,Partly Cloudy,0,0,0.72,6.57,9.01,10,43.74,34.07,31.38,1022.08,51,0.32,0,10,0.3,0.1246,38.88,43.74
de9934bc-ca41-49c5-9122-3ea36e701a8e,NA,15,18,12,NA,Financial District,Northeastern University,Uber,UberXL,29.5,7.46,1,27.41,16.07,Partly Cloudy,0,0,0.46,14.11,24.43,10,32.8,20.88,9.37,1010.13,318,0.43,1,10,0.37,0.0028,23.23,38.11
b9a6a4da-8a7a-4377-8c89-31e994584a75,NA,5,17,12,NA,South Station,North Station,Lyft,Shared,7,1.72,1,39.27,33.06,Drizzle,0.0121,0.74,0.9,9.27,12.36,3.847,41.42,23.89,36.71,1006.44,39,1,0,3.847,0.33,0.0178,34.07,41.42
f1000972-2b99-413f-b9cc-7ebe3ace5a2a,NA,10,3,12,NA,West End,Haymarket Square,Lyft,Lyft XL,10.5,0.75,1,48.43,48.43,Overcast,0,0,0.94,2.74,2.74,3.729,57.87,32.8,46.7,999.67,213,1,0,3.729,0.89,7.00E-04,42.96,57.87
aead2727-4e51-45b2-89c5-470bd6fa4f71,NA,10,13,12,NA,Haymarket Square,West End,Uber,Black SUV,26.5,0.62,1,20.38,20.38,Clear,0,0,0.66,2.94,3.22,9.831,33.83,27.27,10.87,1031.51,2,0.03,0,9.831,0.21,1.00E-04,18.29,33.83
f68e01d8-3aba-4df1-a6c2-c664dbc2b82a,1543672082,13,1,12,01/12/2018 13:48,Boston University,Theatre District,Lyft,Shared,7,2.95,1,35.95,30.89,Mostly Cloudy,0,0,0.72,6.06,6.35,9.874,44.65,34.88,27.65,1022.26,342,0.54,1,9.874,0.82,0,31.57,44.65
3c3c8aa5-7a89-48ae-ac6f-d96ff6d902ac,NA,18,28,11,NA,Financial District,Fenway,Uber,UberX,13.5,4.48,1,40.92,35.13,Overcast,0,0,0.64,9.21,15.03,10,42.61,37.6,29.57,991.21,296,1,1,10,0.72,0,33.85,42.61
92125163-b4c9-4323-8953-f3c222b6074d,NA,7,15,12,NA,Boston University,Financial District,Uber,UberPool,11.5,4.72,1,46.66,44.16,Mostly Cloudy,0,0,0.91,5.21,7.94,10,54.4,39.22,44.19,1022.09,226,0.87,0,10,0.27,0.0075,39.78,54.4
d0c0c128-12b3-4270-b937-51fa5727d2d8,1543457288,2,29,11,29/11/2018 02:08,Fenway,North Station,Uber,Taxi,NA,3.07,1,37.92,31.91,Mostly Cloudy,0,0,0.71,8.28,12.43,9.981,42.7,37.17,29.42,997.37,305,0.75,0,9.981,0.72,0,33.6,42.7
31afb9c2-15f9-4e6f-a3c9-e2d971bb64ae,NA,13,14,12,NA,West End,Fenway,Lyft,Shared,9,2.96,1,30.58,30.58,Clear,0,0,0.8,2.2,4.28,9.892,46.65,40.76,25.09,1034.26,217,0.03,0,9.892,0.24,0,27.18,46.65
c25de37f-73cf-4250-9cbf-4509279966db,NA,13,18,12,NA,Back Bay,Fenway,Lyft,Lux,13.5,1.43,1,24.61,12.65,Mostly Cloudy,0,0,0.51,13.75,25.75,10,32.81,20.91,8.84,1008.47,316,0.58,0,10,0.37,0.0028,23.05,38
973a9aa8-2816-4987-81c2-c8342698718b,NA,3,3,12,NA,Boston University,North Station,Uber,Black,28,3.39,1,48.12,48.12,Overcast,0.002,0.1,0.95,2.56,2.56,4.73,52.86,46.6,46.76,1002.35,294,1,0,4.73,0.86,0.1055,36.35,52.86
a43e55e7-8e8f-4d1d-899e-56ccfaa757d7,1543748879,11,2,12,02/12/2018 11:07,Back Bay,North End,Uber,Taxi,NA,3.19,1,40.55,36,Light Rain,0.0813,1,0.91,6.66,6.66,4.741,50.99,45.04,38.07,1018.17,111,1,0,4.741,0.86,0.0888,36.6,50.99
a0cce241-2322-45cc-8d03-8fce680bbe80,NA,15,30,11,NA,Theatre District,Northeastern University,Lyft,Lyft,10.5,2.13,1,39.79,37.49,Clear,0,0,0.62,3.57,4.24,9.933,42.64,31.57,27.81,1017,299,0.05,2,9.933,0.79,3.00E-04,28.78,42.64
df66e6cd-4028-40e9-96bb-b20ac9ebdf19,NA,2,16,12,NA,South Station,Back Bay,Uber,UberPool,10,3.53,1,40.87,37.73,Partly Cloudy,0,0,0.7,4.68,5.77,9.827,54.29,38.48,32,1024.46,36,0.14,0,9.827,0.27,0.0082,39.74,54.29
4443fff1-f512-4891-acdb-56cc78581185,1544408619,2,10,12,10/12/2018 02:23,Financial District,South Station,Uber,UberXL,9.5,0.39,1,29.05,24.17,Clear,0,0,0.57,4.46,5.75,10,36.12,21.79,15.74,1020.93,240,0,0,10,0.09,3.00E-04,15.86,36.12
89506371-14f9-42e7-93ae-884d34beed2c,NA,3,4,12,NA,Haymarket Square,North Station,Lyft,Lyft XL,9,0.57,1,45.16,41,Mostly Cloudy,0,0,0.6,7.73,12.02,10,57.42,33.6,32.06,1002.63,276,0.53,0,10,0.89,4.00E-04,42.86,57.42
991ad025-44a2-4f5d-a015-99149d15743b,NA,15,16,12,NA,Fenway,Financial District,Lyft,Shared,3,4.34,1,42.25,37.39,Overcast,0,0,0.74,7.86,8.19,9.169,43.83,34.25,34.39,1020.18,77,1,1,9.169,0.3,0.1252,39.22,43.83
3b16ccef-98e6-4904-99a7-2e7f5dbcab9f,NA,15,16,12,NA,West End,Northeastern University,Lyft,Lyft,10.5,3.06,1,42.25,37.39,Overcast,0,0,0.74,7.86,8.19,9.169,43.83,34.25,34.39,1020.18,77,1,1,9.169,0.3,0.1252,39.22,43.83
0c093a54-848f-41f2-a17e-49241be3b903,NA,21,28,11,NA,Back Bay,Fenway,Lyft,Lux Black XL,27.5,1.39,1,41.35,35.62,Overcast,0,0,0.6,9.29,11.6,10,42.6,37.33,28.39,993.87,295,1,0,10,0.72,0,33.7,42.6
6df492f6-b0c9-4220-b93c-416b9b197ba3,NA,11,30,11,NA,West End,Boston University,Lyft,Lux Black,22.5,2.95,1,29.09,29.09,Clear,0,0,0.86,2.53,3.48,9.931,42.51,31.26,25.41,1016.49,298,0,0,9.931,0.79,5.00E-04,28.54,42.51
51894da7-9e26-48bd-a3be-522e07800ffc,NA,19,27,11,NA,North Station,Haymarket Square,Uber,Black SUV,26,0.56,1,42.95,37.54,Mostly Cloudy,0,0,0.72,9.42,13.8,10,46.83,33.75,34.56,990.25,257,0.81,0,10,0.68,0.1433,36.13,46.83
7ca55534-34d3-43a2-af7c-68025c69b5b3,NA,18,14,12,NA,Back Bay,South Station,Lyft,Lyft XL,26,1.49,1.75,45.82,43.61,Mostly Cloudy,0,0,0.51,4.57,4.57,9.898,46.65,40.76,28.63,1029.95,165,0.56,1,9.898,0.24,0,27.18,46.65
664e2567-5d66-4178-90fe-dc693625345f,NA,14,28,11,NA,Fenway,Theatre District,Uber,WAV,10.5,2.38,1,39.02,34.01,Partly Cloudy,0,0,0.65,6.91,9.33,9.908,42.6,37.44,28.08,991.71,290,0.37,1,9.908,0.72,0,33.75,42.6
43c97125-b070-4382-ab21-926438d32f5e,NA,2,29,11,NA,North Station,Fenway,Uber,UberXL,19,3.05,1,37.92,31.91,Mostly Cloudy,0,0,0.71,8.28,12.43,9.981,42.7,37.17,29.42,997.37,305,0.75,0,9.981,0.72,0,33.6,42.7
2e4f2bcc-0226-4b91-bc6e-2aeebb3a5031,1543582376,12,30,11,30/11/2018 12:52,Theatre District,South Station,Lyft,Lux Black,16.5,0.59,1,29.39,29.39,Clear,0,0,0.85,2.51,3.84,9.95,42.61,31.42,25.56,1016.59,304,0,0,9.95,0.79,4.00E-04,28.7,42.61
1965131b-f102-4e4d-b53d-b18d0516e9c1,NA,14,16,12,NA,Fenway,West End,Uber,Taxi,NA,2.72,1,42.21,37.73,Overcast,0,0,0.71,7.12,9.48,9.81,43.78,34.12,33.41,1021.86,86,1,1,9.81,0.3,0.1246,38.94,43.78
991a0575-8a94-4a2a-b0cb-7a886bfbaab4,1543702685,22,1,12,01/12/2018 22:18,Boston University,Beacon Hill,Uber,WAV,10.5,2.8,1,37.93,37.93,Partly Cloudy,0,0,0.71,2.29,2.92,9.724,44.8,34.67,29.32,1023.38,124,0.43,0,9.724,0.82,0,31.26,44.8
